ax,ay,az,gx,gy,gz,target,target_name
-0.1,-0.3,9.47,0.6,0.07,0.15,2.0,esquerra-dreta
-1.17,-0.17,9.53,0.66,0.13,0.27,2.0,esquerra-dreta
-1.75,0.76,10.64,0.43,0.0,0.53,2.0,esquerra-dreta
0.75,-0.19,9.45,0.29,-0.11,0.57,2.0,esquerra-dreta
1.49,-0.5,9.8,0.12,-0.07,0.44,2.0,esquerra-dreta
1.85,-0.13,9.81,0.02,-0.07,0.26,2.0,esquerra-dreta
1.99,-0.32,9.6,-0.0,-0.07,0.19,2.0,esquerra-dreta
0.38,-0.11,9.63,-0.04,-0.07,0.34,2.0,esquerra-dreta
1.28,-0.04,9.84,-0.1,-0.09,0.51,2.0,esquerra-dreta
2.16,-0.15,9.63,-0.22,-0.13,0.54,2.0,esquerra-dreta
3.36,-0.16,9.52,-0.16,-0.11,0.59,2.0,esquerra-dreta
4.13,-0.54,9.65,-0.07,-0.11,0.56,2.0,esquerra-dreta
4.75,-0.53,9.82,-0.02,-0.15,0.51,2.0,esquerra-dreta
5.06,-0.39,9.83,0.01,-0.21,0.45,2.0,esquerra-dreta
5.28,-0.89,9.55,-0.03,-0.19,0.32,2.0,esquerra-dreta
4.46,-0.52,9.7,-0.02,-0.12,0.27,2.0,esquerra-dreta
5.24,-0.65,9.81,-0.06,-0.17,0.24,2.0,esquerra-dreta
3.44,-1.02,9.53,-0.02,-0.16,0.1,2.0,esquerra-dreta
5.16,-0.8,9.57,0.02,-0.13,0.12,2.0,esquerra-dreta
5.27,-1.05,9.31,-0.03,-0.07,0.04,2.0,esquerra-dreta
4.61,-1.19,9.35,0.0,-0.11,-0.03,2.0,esquerra-dreta
4.5,-0.62,9.61,-0.06,-0.05,-0.09,2.0,esquerra-dreta
4.67,-0.63,9.53,-0.12,-0.13,-0.1,2.0,esquerra-dreta
4.39,-0.97,9.54,-0.17,-0.1,-0.22,2.0,esquerra-dreta
3.85,-1.0,9.97,-0.17,-0.03,-0.41,2.0,esquerra-dreta
4.05,-0.8,9.56,-0.26,-0.02,-0.48,2.0,esquerra-dreta
2.72,-0.3,9.71,-0.21,0.01,-0.45,2.0,esquerra-dreta
1.28,0.21,9.45,0.01,-0.0,-0.35,2.0,esquerra-dreta
0.72,0.07,9.66,0.09,-0.04,-0.12,2.0,esquerra-dreta
1.44,-0.69,9.52,0.05,-0.08,-0.01,2.0,esquerra-dreta
1.81,-1.84,9.82,-0.12,-0.04,-0.24,2.0,esquerra-dreta
1.68,-0.75,9.57,-0.09,0.01,-0.6,2.0,esquerra-dreta
-0.53,-0.1,9.89,-0.05,0.03,-0.68,2.0,esquerra-dreta
-1.35,0.38,9.61,-0.07,-0.01,-0.42,2.0,esquerra-dreta
-0.99,-0.02,9.69,-0.05,-0.07,-0.17,2.0,esquerra-dreta
-0.21,-0.8,9.66,-0.06,-0.04,-0.15,2.0,esquerra-dreta
1.15,-1.81,9.25,-0.54,-0.04,-0.41,2.0,esquerra-dreta
-1.06,-1.25,9.48,-0.06,0.0,-0.6,2.0,esquerra-dreta
-2.88,-0.29,9.7,-0.14,0.01,-0.51,2.0,esquerra-dreta
-2.9,-0.28,9.66,-0.1,-0.03,-0.3,2.0,esquerra-dreta
-2.21,-0.46,9.71,0.02,-0.05,-0.2,2.0,esquerra-dreta
-2.01,-1.38,9.51,0.1,-0.05,-0.24,2.0,esquerra-dreta
-3.47,-1.43,9.48,0.13,-0.04,-0.44,2.0,esquerra-dreta
-4.62,-0.63,9.53,0.03,-0.01,-0.5,2.0,esquerra-dreta
-4.82,-0.76,9.62,0.01,-0.03,-0.4,2.0,esquerra-dreta
-5.52,-0.61,9.71,-0.03,-0.01,-0.28,2.0,esquerra-dreta
-5.86,-0.62,9.71,-0.08,-0.02,-0.19,2.0,esquerra-dreta
-3.15,-1.61,9.78,-0.01,0.0,-0.16,2.0,esquerra-dreta
-4.97,-1.38,9.67,-0.2,0.07,-0.46,2.0,esquerra-dreta
-4.53,-0.75,9.59,-0.24,0.08,-0.36,2.0,esquerra-dreta
-4.18,-0.74,9.55,-0.18,0.05,-0.28,2.0,esquerra-dreta
-3.89,-0.8,9.65,-0.09,-0.02,-0.21,2.0,esquerra-dreta
-2.48,-1.19,9.51,0.01,-0.03,-0.24,2.0,esquerra-dreta
-3.56,-1.27,9.6,0.0,0.0,-0.22,2.0,esquerra-dreta
-3.1,-0.74,9.6,-0.02,-0.06,-0.13,2.0,esquerra-dreta
-2.32,-0.66,9.59,0.02,-0.06,-0.16,2.0,esquerra-dreta
-2.7,-0.72,9.66,0.04,-0.09,-0.08,2.0,esquerra-dreta
-1.32,-0.55,9.28,0.25,0.01,0.07,2.0,esquerra-dreta
-0.23,-0.89,9.88,0.39,0.01,0.06,2.0,esquerra-dreta
-0.63,-0.72,9.27,0.54,0.02,0.04,2.0,esquerra-dreta
-1.19,-0.33,8.43,0.93,0.24,0.17,2.0,esquerra-dreta
-0.85,0.44,10.24,0.49,-0.04,0.37,2.0,esquerra-dreta
0.85,0.61,9.87,0.33,-0.19,0.38,2.0,esquerra-dreta
1.13,-0.17,9.61,0.33,-0.05,0.32,2.0,esquerra-dreta
0.72,0.6,10.02,0.09,-0.07,0.21,2.0,esquerra-dreta
0.28,0.53,9.62,-0.05,-0.08,0.3,2.0,esquerra-dreta
1.0,0.16,9.85,-0.23,-0.1,0.49,2.0,esquerra-dreta
2.53,0.09,9.78,-0.33,-0.12,0.51,2.0,esquerra-dreta
2.69,0.16,9.78,-0.35,-0.22,0.64,2.0,esquerra-dreta
2.75,-0.07,9.54,-0.27,-0.25,0.7,2.0,esquerra-dreta
3.04,-0.36,9.46,-0.21,-0.18,0.64,2.0,esquerra-dreta
3.72,-0.49,9.67,-0.14,-0.14,0.56,2.0,esquerra-dreta
4.85,-0.81,9.66,-0.09,-0.15,0.45,2.0,esquerra-dreta
5.32,-0.69,9.6,-0.03,-0.14,0.33,2.0,esquerra-dreta
5.25,-0.82,9.18,-0.04,-0.08,0.27,2.0,esquerra-dreta
5.87,-0.63,9.79,0.01,-0.09,0.26,2.0,esquerra-dreta
5.89,-1.26,9.72,0.02,-0.14,0.32,2.0,esquerra-dreta
4.49,-0.85,9.36,0.1,-0.14,0.06,2.0,esquerra-dreta
4.92,-1.22,9.6,0.08,-0.06,-0.1,2.0,esquerra-dreta
4.91,-0.61,9.6,-0.0,-0.08,-0.17,2.0,esquerra-dreta
4.85,-0.83,9.51,0.13,-0.1,-0.17,2.0,esquerra-dreta
4.56,-0.74,9.89,0.12,-0.08,-0.18,2.0,esquerra-dreta
4.56,-0.87,9.45,0.05,-0.09,-0.32,2.0,esquerra-dreta
3.72,-0.56,9.56,-0.0,-0.06,-0.43,2.0,esquerra-dreta
3.59,-0.65,9.74,-0.02,-0.06,-0.46,2.0,esquerra-dreta
3.06,-0.56,9.41,-0.08,-0.02,-0.45,2.0,esquerra-dreta
2.74,-0.29,9.46,-0.05,-0.05,-0.44,2.0,esquerra-dreta
2.26,-0.2,9.48,-0.01,-0.03,-0.45,2.0,esquerra-dreta
0.87,0.44,9.64,0.03,-0.03,-0.38,2.0,esquerra-dreta
0.86,0.12,9.66,0.02,-0.02,-0.27,2.0,esquerra-dreta
0.96,-0.07,9.92,0.02,-0.03,-0.18,2.0,esquerra-dreta
1.3,-0.48,9.64,-0.23,-0.05,-0.3,2.0,esquerra-dreta
0.85,-0.6,9.59,-0.32,-0.03,-0.51,2.0,esquerra-dreta
-0.42,-0.2,9.75,-0.34,-0.06,-0.64,2.0,esquerra-dreta
-1.15,0.33,9.4,-0.34,-0.06,-0.6,2.0,esquerra-dreta
-2.11,0.04,10.58,-0.89,-0.07,-0.55,2.0,esquerra-dreta
-0.61,-1.4,9.92,-0.48,-0.03,-0.52,2.0,esquerra-dreta
-0.43,-1.12,9.37,-0.24,0.0,-0.72,2.0,esquerra-dreta
-2.28,-0.68,9.27,-0.24,-0.01,-0.65,2.0,esquerra-dreta
-3.31,-0.9,9.43,-0.04,-0.05,-0.48,2.0,esquerra-dreta
-4.36,-0.64,9.81,-0.0,0.03,-0.36,2.0,esquerra-dreta
-4.22,-1.21,9.67,0.07,-0.04,-0.22,2.0,esquerra-dreta
-3.23,-2.04,9.75,0.09,-0.01,-0.37,2.0,esquerra-dreta
-5.31,-1.22,9.74,0.01,-0.01,-0.49,2.0,esquerra-dreta
-6.58,-0.51,9.74,0.01,-0.03,-0.31,2.0,esquerra-dreta
-4.13,-0.79,9.31,0.06,-0.1,-0.12,2.0,esquerra-dreta
-4.9,-0.99,9.35,-0.16,0.02,-0.03,2.0,esquerra-dreta
-3.96,-1.3,9.44,-0.2,0.07,-0.06,2.0,esquerra-dreta
-3.99,-1.26,9.52,-0.2,0.03,-0.15,2.0,esquerra-dreta
-4.27,-0.8,9.72,-0.15,-0.02,-0.04,2.0,esquerra-dreta
-4.16,-1.13,9.73,-0.1,-0.04,0.13,2.0,esquerra-dreta
-3.7,-0.95,9.38,-0.04,-0.09,0.22,2.0,esquerra-dreta
-3.15,-0.85,9.62,-0.0,-0.1,0.31,2.0,esquerra-dreta
-2.13,-1.27,9.67,0.05,-0.13,0.36,2.0,esquerra-dreta
-2.05,-0.86,9.61,0.08,-0.14,0.4,2.0,esquerra-dreta
-0.95,-1.28,9.35,0.11,-0.18,0.42,2.0,esquerra-dreta
-0.06,-1.42,9.47,0.11,-0.07,0.25,2.0,esquerra-dreta
-1.52,-0.74,9.27,0.28,-0.1,0.29,2.0,esquerra-dreta
-0.31,-0.28,9.52,0.35,-0.08,0.4,2.0,esquerra-dreta
0.71,-0.33,10.02,0.2,-0.18,0.38,2.0,esquerra-dreta
1.16,-0.47,9.43,0.09,-0.03,0.23,2.0,esquerra-dreta
1.8,-0.2,9.37,0.19,-0.0,0.11,2.0,esquerra-dreta
0.45,-0.11,9.82,0.21,-0.01,0.18,2.0,esquerra-dreta
0.32,-0.08,9.81,0.12,0.02,0.29,2.0,esquerra-dreta
1.78,0.22,10.15,-0.1,-0.11,0.33,2.0,esquerra-dreta
2.26,-0.04,9.5,-0.17,-0.15,0.38,2.0,esquerra-dreta
2.51,-0.09,9.31,-0.08,-0.08,0.36,2.0,esquerra-dreta
1.78,-0.26,9.56,0.06,0.01,0.41,2.0,esquerra-dreta
1.36,-0.19,9.88,0.05,0.07,0.5,2.0,esquerra-dreta
2.32,-0.48,9.5,0.02,-0.06,0.48,2.0,esquerra-dreta
3.86,-0.86,9.7,0.22,-0.16,0.21,2.0,esquerra-dreta
4.37,-0.8,9.66,0.2,-0.18,0.29,2.0,esquerra-dreta
4.52,-1.05,9.33,0.09,-0.1,0.4,2.0,esquerra-dreta
4.7,-0.84,9.47,0.09,-0.07,0.37,2.0,esquerra-dreta
4.47,-0.83,9.79,0.01,-0.08,0.28,2.0,esquerra-dreta
5.5,-0.69,9.79,-0.08,-0.12,0.26,2.0,esquerra-dreta
4.6,-0.75,10.21,-0.07,-0.07,0.12,2.0,esquerra-dreta
5.89,-1.08,9.45,0.05,-0.11,0.1,2.0,esquerra-dreta
4.18,-0.54,9.58,-0.02,-0.11,0.08,2.0,esquerra-dreta
5.54,-0.74,9.48,-0.09,-0.17,-0.03,2.0,esquerra-dreta
5.22,-0.96,9.42,-0.11,-0.15,-0.2,2.0,esquerra-dreta
4.06,-0.82,9.42,-0.1,-0.08,-0.26,2.0,esquerra-dreta
3.93,-1.09,9.62,-0.07,-0.04,-0.35,2.0,esquerra-dreta
3.86,-0.98,9.53,-0.1,-0.07,-0.45,2.0,esquerra-dreta
3.11,-0.76,9.43,-0.12,-0.12,-0.57,2.0,esquerra-dreta
1.78,-0.43,9.24,-0.2,-0.07,-0.54,2.0,esquerra-dreta
1.78,-0.86,9.74,-0.04,0.02,-0.57,2.0,esquerra-dreta
2.44,-1.23,9.61,-0.02,0.05,-0.75,2.0,esquerra-dreta
1.23,-0.34,9.7,-0.03,0.02,-0.85,2.0,esquerra-dreta
0.5,0.14,9.82,0.03,0.02,-0.76,2.0,esquerra-dreta
0.61,0.05,9.81,0.02,0.01,-0.66,2.0,esquerra-dreta
-0.48,0.0,9.94,-0.08,0.02,-0.59,2.0,esquerra-dreta
-0.06,-0.17,9.42,-0.23,-0.03,-0.55,2.0,esquerra-dreta
-0.16,-0.96,9.35,-0.31,-0.05,-0.63,2.0,esquerra-dreta
-2.51,-1.3,10.2,-0.5,0.02,-0.82,2.0,esquerra-dreta
-3.69,-0.79,9.44,-0.34,-0.01,-0.7,2.0,esquerra-dreta
-4.02,-0.78,9.58,-0.15,-0.02,-0.53,2.0,esquerra-dreta
-4.46,-0.32,9.9,-0.26,-0.02,-0.35,2.0,esquerra-dreta
-3.4,-2.15,9.76,-0.16,-0.02,-0.36,2.0,esquerra-dreta
-3.9,-2.05,9.23,0.01,0.02,-0.59,2.0,esquerra-dreta
-6.12,-1.03,9.48,0.04,0.02,-0.66,2.0,esquerra-dreta
-7.18,-0.97,9.64,0.01,-0.0,-0.48,2.0,esquerra-dreta
-4.52,-1.8,9.47,-0.01,-0.02,-0.3,2.0,esquerra-dreta
-4.98,-0.99,8.96,-0.19,0.05,-0.41,2.0,esquerra-dreta
-4.0,-1.19,9.52,-0.14,0.09,-0.34,2.0,esquerra-dreta
-4.58,-0.76,9.5,-0.11,-0.02,-0.24,2.0,esquerra-dreta
-4.64,-1.0,9.84,-0.06,-0.04,-0.03,2.0,esquerra-dreta
-3.13,-1.36,9.43,-0.01,-0.06,-0.0,2.0,esquerra-dreta
-2.67,-1.64,9.42,0.06,-0.05,-0.07,2.0,esquerra-dreta
-2.48,-1.07,9.07,0.08,-0.04,-0.06,2.0,esquerra-dreta
-1.66,-0.59,9.45,0.37,0.14,0.1,2.0,esquerra-dreta
-0.93,-0.96,9.82,0.34,0.07,0.07,2.0,esquerra-dreta
-1.24,-0.5,9.5,0.37,0.03,0.18,2.0,esquerra-dreta
-1.07,-0.14,9.3,0.55,0.17,0.43,2.0,esquerra-dreta
-0.17,0.21,10.57,0.41,-0.01,0.59,2.0,esquerra-dreta
0.49,-0.46,9.64,0.08,-0.2,0.51,2.0,esquerra-dreta
0.97,-0.46,9.02,0.12,0.02,0.28,2.0,esquerra-dreta
0.18,0.24,9.9,0.01,-0.07,0.23,2.0,esquerra-dreta
0.39,0.56,9.93,-0.15,-0.07,0.25,2.0,esquerra-dreta
0.92,0.13,9.78,-0.18,-0.05,0.42,2.0,esquerra-dreta
0.82,0.21,9.68,-0.23,-0.06,0.59,2.0,esquerra-dreta
2.02,0.08,9.74,-0.27,-0.09,0.69,2.0,esquerra-dreta
2.81,-0.18,9.73,-0.24,-0.1,0.7,2.0,esquerra-dreta
2.94,-0.13,9.87,-0.21,-0.08,0.63,2.0,esquerra-dreta
3.01,-0.14,9.66,-0.11,-0.11,0.56,2.0,esquerra-dreta
3.3,-0.24,9.63,0.01,-0.12,0.59,2.0,esquerra-dreta
3.49,-0.56,9.47,0.08,-0.13,0.58,2.0,esquerra-dreta
3.73,-0.76,9.76,0.09,-0.09,0.54,2.0,esquerra-dreta
4.5,-1.03,9.74,0.1,-0.11,0.41,2.0,esquerra-dreta
4.53,-0.98,9.8,0.08,-0.16,0.31,2.0,esquerra-dreta
4.15,-0.9,10.23,0.0,-0.23,0.21,2.0,esquerra-dreta
4.22,-0.61,9.88,0.03,-0.21,0.14,2.0,esquerra-dreta
4.56,-1.19,9.55,-0.0,-0.19,0.05,2.0,esquerra-dreta
3.64,-0.81,9.68,-0.03,-0.14,0.05,2.0,esquerra-dreta
4.02,-0.72,9.69,-0.11,-0.15,-0.01,2.0,esquerra-dreta
4.32,-0.51,9.59,-0.19,-0.14,-0.05,2.0,esquerra-dreta
4.05,-1.0,9.61,-0.2,-0.12,-0.1,2.0,esquerra-dreta
3.44,-1.29,9.16,-0.09,-0.13,-0.13,2.0,esquerra-dreta
2.44,-1.12,9.56,-0.09,-0.09,-0.17,2.0,esquerra-dreta
2.32,-0.95,9.91,-0.09,-0.04,-0.19,2.0,esquerra-dreta
2.05,-1.1,9.53,-0.02,-0.05,-0.2,2.0,esquerra-dreta
2.79,-1.45,9.1,-0.21,-0.11,-0.37,2.0,esquerra-dreta
1.4,-1.14,9.6,-0.02,0.0,-0.5,2.0,esquerra-dreta
1.31,-0.63,9.65,0.04,-0.01,-0.57,2.0,esquerra-dreta
0.95,-0.31,9.46,0.12,-0.01,-0.55,2.0,esquerra-dreta
0.01,0.15,9.65,0.14,-0.01,-0.45,2.0,esquerra-dreta
0.45,-0.2,9.63,0.1,-0.0,-0.35,2.0,esquerra-dreta
0.61,-0.25,9.85,0.05,-0.03,-0.37,2.0,esquerra-dreta
0.08,-0.25,9.84,-0.16,-0.01,-0.38,2.0,esquerra-dreta
-0.2,0.01,9.63,-0.28,-0.02,-0.35,2.0,esquerra-dreta
-0.91,-0.11,9.68,-0.22,-0.04,-0.24,2.0,esquerra-dreta
-0.78,-0.49,9.31,-0.02,-0.06,-0.22,2.0,esquerra-dreta
-0.49,-1.4,10.04,-0.17,-0.01,-0.41,2.0,esquerra-dreta
-0.79,-0.74,9.13,-0.4,-0.04,-0.52,2.0,esquerra-dreta
-2.69,-0.69,9.62,-0.04,-0.01,-0.47,2.0,esquerra-dreta
-2.55,-0.04,9.7,-0.14,-0.01,-0.41,2.0,esquerra-dreta
-2.35,-0.26,9.48,-0.21,-0.03,-0.24,2.0,esquerra-dreta
-2.47,-0.8,9.69,-0.06,-0.05,-0.12,2.0,esquerra-dreta
-2.62,-1.07,9.7,-0.01,-0.01,-0.05,2.0,esquerra-dreta
-2.56,-1.65,9.4,0.07,-0.05,-0.1,2.0,esquerra-dreta
-3.52,-1.42,9.47,0.09,-0.04,-0.22,2.0,esquerra-dreta
-4.37,-0.84,9.61,0.03,-0.05,-0.2,2.0,esquerra-dreta
-3.13,-0.58,9.51,0.04,-0.09,-0.13,2.0,esquerra-dreta
-2.41,-1.43,9.55,0.04,-0.06,-0.03,2.0,esquerra-dreta
-3.76,-1.28,9.46,-0.03,-0.04,-0.13,2.0,esquerra-dreta
-2.71,-1.38,9.15,-0.06,-0.0,-0.19,2.0,esquerra-dreta
-2.85,-1.18,9.5,-0.13,0.06,-0.34,2.0,esquerra-dreta
-2.97,-0.89,9.64,-0.11,0.04,-0.27,2.0,esquerra-dreta
-2.19,-0.62,9.3,-0.08,-0.06,-0.16,2.0,esquerra-dreta
-1.42,-0.96,9.55,0.02,-0.07,-0.06,2.0,esquerra-dreta
-1.77,-0.93,9.41,0.08,-0.03,-0.08,2.0,esquerra-dreta
-1.85,-0.72,9.17,0.33,0.13,-0.05,2.0,esquerra-dreta
-0.64,-0.69,10.02,0.41,0.12,0.03,2.0,esquerra-dreta
-0.41,-0.58,9.51,0.37,0.08,0.0,2.0,esquerra-dreta
-0.54,-0.02,10.58,0.38,0.1,0.07,2.0,esquerra-dreta
-0.4,-0.19,9.98,0.19,-0.07,0.12,2.0,esquerra-dreta
0.24,0.1,9.84,0.18,-0.03,0.15,2.0,esquerra-dreta
-0.17,-0.37,9.6,0.1,-0.07,0.14,2.0,esquerra-dreta
-0.32,-0.39,9.67,-0.07,-0.09,0.12,2.0,esquerra-dreta
0.03,-0.26,9.77,-0.17,-0.06,0.11,2.0,esquerra-dreta
0.91,-0.05,9.65,-0.09,-0.07,0.17,2.0,esquerra-dreta
0.89,0.03,9.92,0.02,-0.15,0.24,2.0,esquerra-dreta
0.59,-0.21,9.74,-0.02,-0.22,0.31,2.0,esquerra-dreta
0.1,-0.7,9.49,-0.1,-0.16,0.26,2.0,esquerra-dreta
0.92,-0.08,9.4,-0.17,-0.04,0.25,2.0,esquerra-dreta
1.49,-0.41,9.6,-0.03,0.0,0.23,2.0,esquerra-dreta
1.41,-0.22,9.62,0.1,-0.03,0.12,2.0,esquerra-dreta
1.1,0.43,9.52,0.33,-0.01,0.15,2.0,esquerra-dreta
0.94,0.3,9.79,0.26,-0.05,0.26,2.0,esquerra-dreta
1.1,0.19,9.71,0.14,-0.06,0.33,2.0,esquerra-dreta
1.07,-0.08,9.79,0.02,-0.06,0.37,2.0,esquerra-dreta
1.31,0.01,9.55,-0.02,-0.08,0.42,2.0,esquerra-dreta
1.73,-0.22,9.65,0.03,-0.1,0.43,2.0,esquerra-dreta
1.39,-0.41,9.63,0.07,-0.09,0.27,2.0,esquerra-dreta
1.94,-0.71,9.76,0.11,-0.08,0.16,2.0,esquerra-dreta
2.41,-0.49,9.68,0.1,-0.06,0.22,2.0,esquerra-dreta
2.46,-0.49,9.75,0.03,-0.07,0.31,2.0,esquerra-dreta
3.56,-0.45,9.93,0.02,-0.09,0.3,2.0,esquerra-dreta
4.18,-0.55,9.54,0.05,-0.14,0.26,2.0,esquerra-dreta
4.01,-0.51,9.59,0.04,-0.1,0.18,2.0,esquerra-dreta
2.9,-0.55,9.5,0.23,0.02,0.22,2.0,esquerra-dreta
2.11,-0.5,10.68,0.05,0.01,0.23,2.0,esquerra-dreta
2.5,-0.23,10.13,-0.17,-0.18,0.16,2.0,esquerra-dreta
3.44,-0.34,9.27,-0.38,-0.2,0.04,2.0,esquerra-dreta
3.99,-0.25,9.6,-0.3,-0.16,-0.03,2.0,esquerra-dreta
4.4,-0.3,9.32,-0.38,-0.17,-0.21,2.0,esquerra-dreta
3.17,-0.28,9.37,-0.32,-0.13,-0.26,2.0,esquerra-dreta
2.41,-0.13,10.4,-0.26,-0.02,-0.21,2.0,esquerra-dreta
2.97,-0.28,9.62,-0.35,-0.15,-0.16,2.0,esquerra-dreta
2.05,-0.93,9.67,-0.2,-0.09,-0.17,2.0,esquerra-dreta
2.17,-0.94,9.61,-0.2,-0.07,-0.31,2.0,esquerra-dreta
1.94,-0.68,9.68,-0.14,-0.04,-0.42,2.0,esquerra-dreta
1.42,-0.29,9.24,-0.06,-0.02,-0.43,2.0,esquerra-dreta
0.22,-0.29,9.87,0.06,-0.01,-0.36,2.0,esquerra-dreta
0.26,0.22,9.87,0.09,-0.03,-0.25,2.0,esquerra-dreta
1.62,-0.42,9.77,0.15,-0.01,-0.24,2.0,esquerra-dreta
1.27,-0.63,9.78,0.1,-0.0,-0.34,2.0,esquerra-dreta
-0.57,-0.36,9.81,-0.05,-0.02,-0.39,2.0,esquerra-dreta
-0.95,-0.02,9.39,-0.09,-0.04,-0.31,2.0,esquerra-dreta
-0.4,-0.27,9.35,-0.15,-0.06,-0.24,2.0,esquerra-dreta
0.03,-0.91,9.36,-0.15,-0.07,-0.25,2.0,esquerra-dreta
0.1,-1.39,9.47,-0.19,-0.1,-0.39,2.0,esquerra-dreta
-1.23,-1.12,9.53,-0.16,-0.04,-0.5,2.0,esquerra-dreta
-2.06,0.23,10.06,-0.48,-0.07,-0.48,2.0,esquerra-dreta
-2.41,-0.35,9.74,-0.31,-0.05,-0.27,2.0,esquerra-dreta
-1.87,-0.27,9.64,-0.13,-0.03,-0.16,2.0,esquerra-dreta
-1.65,-0.81,9.63,-0.16,-0.01,-0.11,2.0,esquerra-dreta
-2.4,-1.79,9.47,-0.1,-0.03,-0.16,2.0,esquerra-dreta
-3.43,-1.26,9.6,-0.09,-0.03,-0.18,2.0,esquerra-dreta
-3.57,-0.88,9.5,-0.05,-0.04,-0.15,2.0,esquerra-dreta
-4.08,-1.2,9.84,0.01,-0.02,-0.13,2.0,esquerra-dreta
-4.17,-0.96,9.55,0.08,-0.05,-0.13,2.0,esquerra-dreta
-2.92,-1.47,9.39,0.06,-0.03,-0.07,2.0,esquerra-dreta
-3.17,-0.93,9.33,0.03,0.01,-0.11,2.0,esquerra-dreta
-2.6,-0.88,9.65,-0.06,0.03,-0.16,2.0,esquerra-dreta
-2.88,-0.89,9.58,-0.09,-0.01,-0.15,2.0,esquerra-dreta
-2.98,-0.85,9.7,-0.06,-0.01,-0.08,2.0,esquerra-dreta
-2.56,-0.62,9.59,-0.0,-0.07,-0.01,2.0,esquerra-dreta
-1.93,-0.59,9.63,0.06,-0.06,0.02,2.0,esquerra-dreta
-1.61,-0.76,9.66,0.11,-0.07,0.04,2.0,esquerra-dreta
-1.58,-0.75,9.67,0.15,-0.08,-0.01,2.0,esquerra-dreta
-1.52,-0.57,9.96,0.09,-0.06,-0.0,2.0,esquerra-dreta
-0.85,-0.84,9.38,0.06,-0.12,0.07,2.0,esquerra-dreta
-1.3,-0.72,9.56,-0.02,-0.11,0.09,2.0,esquerra-dreta
-0.71,-0.66,9.76,-0.05,-0.1,0.08,2.0,esquerra-dreta
-0.1,-0.48,9.47,0.03,-0.13,0.09,2.0,esquerra-dreta
-0.23,-0.23,9.79,0.14,-0.09,0.2,2.0,esquerra-dreta
0.23,-0.7,10.01,0.23,-0.03,0.25,2.0,esquerra-dreta
0.84,-0.77,9.63,0.14,-0.02,0.22,2.0,esquerra-dreta
0.72,-0.77,9.5,0.04,-0.06,0.16,2.0,esquerra-dreta
0.6,-0.49,9.49,-0.11,-0.08,0.13,2.0,esquerra-dreta
1.38,-0.37,9.79,0.05,-0.05,0.22,2.0,esquerra-dreta
1.38,-0.28,9.67,0.07,-0.09,0.23,2.0,esquerra-dreta
1.52,-0.29,9.48,0.12,-0.03,0.2,2.0,esquerra-dreta
1.84,-0.31,9.63,0.15,-0.02,0.17,2.0,esquerra-dreta
1.66,-0.31,9.6,0.12,-0.05,0.22,2.0,esquerra-dreta
0.98,0.11,9.47,0.14,-0.0,0.24,2.0,esquerra-dreta
2.2,-0.36,9.5,0.2,0.08,0.22,2.0,esquerra-dreta
3.14,-0.13,9.84,0.19,0.09,0.35,2.0,esquerra-dreta
3.04,-0.23,9.94,0.03,-0.04,0.3,2.0,esquerra-dreta
3.21,-0.32,9.77,-0.1,-0.11,0.23,2.0,esquerra-dreta
3.39,-0.3,9.59,-0.01,-0.12,0.2,2.0,esquerra-dreta
3.67,-0.36,9.67,0.04,-0.1,0.22,2.0,esquerra-dreta
4.66,-0.36,9.99,-0.0,-0.16,0.2,2.0,esquerra-dreta
3.63,-0.53,9.23,-0.13,-0.25,0.12,2.0,esquerra-dreta
3.96,-0.75,9.57,-0.05,-0.1,0.1,2.0,esquerra-dreta
3.11,-0.73,9.85,-0.04,-0.03,-0.03,2.0,esquerra-dreta
3.39,-0.6,9.58,-0.04,-0.04,-0.11,2.0,esquerra-dreta
2.96,-0.45,9.8,0.01,-0.07,-0.12,2.0,esquerra-dreta
2.92,-0.66,9.74,-0.06,-0.04,-0.04,2.0,esquerra-dreta
2.9,-0.88,9.53,-0.12,-0.06,-0.09,2.0,esquerra-dreta
2.72,-0.81,9.5,-0.11,-0.05,-0.2,2.0,esquerra-dreta
2.79,-0.81,9.37,-0.07,-0.05,-0.35,2.0,esquerra-dreta
1.75,-0.63,9.46,-0.12,-0.04,-0.44,2.0,esquerra-dreta
0.89,0.22,9.7,-0.1,-0.03,-0.27,2.0,esquerra-dreta
0.93,-0.15,9.5,-0.02,-0.02,-0.12,2.0,esquerra-dreta
1.54,-0.83,9.44,0.06,-0.03,-0.2,2.0,esquerra-dreta
2.53,-1.12,9.3,0.01,-0.07,-0.5,2.0,esquerra-dreta
0.88,0.01,9.48,0.08,-0.05,-0.67,2.0,esquerra-dreta
-0.69,-0.0,9.87,0.05,-0.0,-0.63,2.0,esquerra-dreta
-1.24,0.2,9.79,-0.02,-0.0,-0.38,2.0,esquerra-dreta
-0.75,0.16,9.59,-0.11,-0.05,-0.14,2.0,esquerra-dreta
1.25,-0.77,9.38,-0.15,-0.11,-0.12,2.0,esquerra-dreta
0.62,-0.99,9.46,-0.27,-0.04,-0.38,2.0,esquerra-dreta
-0.57,-0.53,9.39,-0.24,-0.03,-0.52,2.0,esquerra-dreta
-0.64,-0.26,9.49,-0.11,-0.03,-0.47,2.0,esquerra-dreta
-1.08,0.14,10.17,-0.1,-0.05,-0.37,2.0,esquerra-dreta
