ax,ay,az,gx,gy,gz,target,target_name
0.45,0.6,9.96,0.24,0.12,0.02,1.0,amunt-avall
0.23,0.5,10.39,0.23,0.09,0.03,1.0,amunt-avall
0.22,0.55,10.59,0.13,0.16,0.02,1.0,amunt-avall
0.36,0.64,10.27,0.19,0.3,-0.03,1.0,amunt-avall
0.23,0.61,9.84,0.33,0.32,-0.03,1.0,amunt-avall
0.15,0.6,10.03,0.36,0.24,-0.03,1.0,amunt-avall
0.06,0.52,10.05,0.33,0.25,-0.02,1.0,amunt-avall
-0.08,0.66,9.81,0.31,0.21,0.03,1.0,amunt-avall
-0.1,0.81,9.9,0.34,0.17,0.02,1.0,amunt-avall
-0.18,0.81,10.41,0.34,0.18,0.01,1.0,amunt-avall
-0.01,0.8,9.91,0.4,0.2,0.03,1.0,amunt-avall
-0.12,0.95,10.0,0.37,0.12,0.05,1.0,amunt-avall
-0.11,1.27,10.05,0.33,0.12,0.01,1.0,amunt-avall
-0.07,1.33,9.92,0.41,0.06,-0.04,1.0,amunt-avall
-0.27,0.98,10.14,0.38,0.04,-0.01,1.0,amunt-avall
-0.12,1.2,9.74,0.3,0.14,0.02,1.0,amunt-avall
0.01,1.51,9.17,0.39,0.11,-0.04,1.0,amunt-avall
-0.08,1.32,9.2,0.5,-0.04,-0.07,1.0,amunt-avall
-0.28,1.26,9.62,0.43,-0.08,-0.03,1.0,amunt-avall
-0.07,1.36,9.44,0.3,0.0,-0.01,1.0,amunt-avall
-0.06,1.6,9.13,0.23,0.06,-0.01,1.0,amunt-avall
-0.06,1.8,9.02,0.25,0.04,-0.07,1.0,amunt-avall
-0.26,1.66,9.25,0.39,-0.01,-0.15,1.0,amunt-avall
-0.44,1.43,9.04,0.48,0.04,-0.19,1.0,amunt-avall
-0.56,1.17,8.62,0.39,0.17,-0.15,1.0,amunt-avall
-0.68,1.19,8.3,0.21,0.26,-0.05,1.0,amunt-avall
-0.61,1.58,8.09,0.17,0.21,-0.05,1.0,amunt-avall
-0.67,1.73,8.41,0.3,0.05,-0.1,1.0,amunt-avall
-0.61,1.87,8.66,0.37,0.01,-0.15,1.0,amunt-avall
-0.65,1.68,8.5,0.34,0.06,-0.2,1.0,amunt-avall
-0.69,1.45,8.31,0.27,0.12,-0.16,1.0,amunt-avall
-0.77,1.63,8.46,0.29,0.14,-0.12,1.0,amunt-avall
-0.8,1.74,7.87,0.32,0.18,-0.08,1.0,amunt-avall
-0.84,1.73,7.39,0.23,0.21,-0.12,1.0,amunt-avall
-0.86,1.63,6.87,0.11,0.19,-0.16,1.0,amunt-avall
-0.89,1.47,6.52,-0.01,0.1,-0.15,1.0,amunt-avall
-1.04,1.21,6.45,-0.12,0.01,-0.07,1.0,amunt-avall
-1.01,1.53,6.55,-0.13,-0.04,-0.03,1.0,amunt-avall
-0.92,1.78,6.35,-0.05,-0.08,-0.01,1.0,amunt-avall
-0.92,1.74,6.27,-0.02,-0.11,-0.01,1.0,amunt-avall
-0.95,1.68,6.3,-0.14,-0.08,0.0,1.0,amunt-avall
-0.89,1.64,6.12,-0.32,-0.02,0.01,1.0,amunt-avall
-0.76,1.63,6.07,-0.38,-0.08,0.01,1.0,amunt-avall
-0.73,1.72,6.57,-0.33,-0.21,0.01,1.0,amunt-avall
-0.57,1.75,6.96,-0.29,-0.33,-0.01,1.0,amunt-avall
-0.61,1.51,7.93,-0.39,-0.34,-0.01,1.0,amunt-avall
-0.55,1.52,8.3,-0.54,-0.15,0.03,1.0,amunt-avall
-0.43,1.67,7.88,-0.59,-0.03,0.04,1.0,amunt-avall
-0.38,1.79,7.65,-0.52,-0.12,0.02,1.0,amunt-avall
-0.31,1.65,7.67,-0.37,-0.33,-0.01,1.0,amunt-avall
-0.53,1.26,8.48,-0.3,-0.48,-0.01,1.0,amunt-avall
-0.59,0.96,9.04,-0.45,-0.39,0.04,1.0,amunt-avall
-0.4,1.3,9.09,-0.6,-0.25,0.02,1.0,amunt-avall
-0.24,1.62,9.12,-0.5,-0.27,0.03,1.0,amunt-avall
-0.21,1.29,8.77,-0.36,-0.34,0.01,1.0,amunt-avall
-0.21,0.9,8.53,-0.41,-0.32,-0.03,1.0,amunt-avall
-0.71,0.49,9.1,-0.4,-0.36,0.08,1.0,amunt-avall
-0.51,0.8,9.57,-0.42,-0.4,0.05,1.0,amunt-avall
-0.21,1.05,9.82,-0.33,-0.44,0.07,1.0,amunt-avall
0.01,0.96,10.03,-0.25,-0.5,-0.02,1.0,amunt-avall
-0.04,0.62,10.18,-0.28,-0.37,-0.04,1.0,amunt-avall
-0.11,0.51,10.42,-0.42,-0.15,0.01,1.0,amunt-avall
0.13,0.78,9.96,-0.53,0.06,0.09,1.0,amunt-avall
0.34,1.23,9.33,-0.47,0.03,0.07,1.0,amunt-avall
0.64,1.66,8.88,-0.15,-0.27,-0.04,1.0,amunt-avall
0.39,1.16,9.74,0.11,-0.67,-0.09,1.0,amunt-avall
-0.14,0.24,10.84,-0.04,-0.55,-0.08,1.0,amunt-avall
-0.05,0.32,10.43,-0.32,-0.07,-0.08,1.0,amunt-avall
0.23,0.87,9.24,-0.5,0.25,-0.13,1.0,amunt-avall
0.6,1.27,8.31,-0.27,0.08,-0.2,1.0,amunt-avall
0.47,0.6,8.25,0.22,-0.49,-0.31,1.0,amunt-avall
-0.14,-0.43,10.03,0.29,-0.8,-0.3,1.0,amunt-avall
-0.03,-0.3,10.59,-0.17,-0.4,-0.24,1.0,amunt-avall
0.39,0.35,9.61,-0.5,0.04,-0.24,1.0,amunt-avall
0.88,0.65,8.61,-0.48,-0.02,-0.23,1.0,amunt-avall
1.75,0.74,7.99,-0.2,-0.28,-0.17,1.0,amunt-avall
0.89,0.06,8.94,-0.08,-0.66,-0.32,1.0,amunt-avall
0.57,-0.11,10.7,-0.2,-0.5,-0.23,1.0,amunt-avall
0.67,0.04,11.0,-0.54,-0.01,-0.22,1.0,amunt-avall
0.81,0.51,10.33,-0.62,0.26,-0.3,1.0,amunt-avall
0.9,0.67,9.77,-0.38,0.12,-0.34,1.0,amunt-avall
0.76,0.36,9.62,-0.05,-0.18,-0.38,1.0,amunt-avall
0.28,-0.18,10.25,0.12,-0.36,-0.31,1.0,amunt-avall
-0.39,0.35,11.86,-0.09,-0.11,-0.2,1.0,amunt-avall
0.3,0.28,11.74,-0.24,0.21,-0.26,1.0,amunt-avall
0.45,0.6,11.01,-0.32,0.6,-0.38,1.0,amunt-avall
0.56,0.78,10.58,-0.17,0.45,-0.45,1.0,amunt-avall
0.46,0.33,10.56,0.08,0.04,-0.4,1.0,amunt-avall
-0.12,0.1,11.58,0.07,-0.2,-0.27,1.0,amunt-avall
-0.25,-0.06,12.19,-0.21,-0.1,-0.21,1.0,amunt-avall
-0.11,0.09,12.19,-0.38,0.14,-0.23,1.0,amunt-avall
0.41,0.49,11.88,-0.31,0.21,-0.27,1.0,amunt-avall
0.45,0.77,12.38,-0.04,0.13,-0.33,1.0,amunt-avall
0.12,0.26,12.47,0.08,0.06,-0.31,1.0,amunt-avall
-0.21,-0.17,12.51,0.0,0.12,-0.25,1.0,amunt-avall
-0.26,-0.17,12.24,-0.08,0.21,-0.2,1.0,amunt-avall
-0.26,-0.18,11.94,-0.11,0.24,-0.15,1.0,amunt-avall
-0.25,-0.12,11.81,-0.04,0.17,-0.1,1.0,amunt-avall
-0.22,0.1,11.86,0.09,0.05,-0.07,1.0,amunt-avall
-0.31,0.01,12.04,0.09,-0.03,-0.06,1.0,amunt-avall
-0.33,-0.15,11.93,0.02,-0.01,-0.05,1.0,amunt-avall
-0.32,-0.12,11.6,-0.04,-0.01,-0.04,1.0,amunt-avall
-0.2,0.07,11.25,-0.08,-0.08,-0.05,1.0,amunt-avall
-0.03,0.15,11.05,-0.03,-0.2,-0.06,1.0,amunt-avall
-0.1,0.32,11.24,0.01,-0.41,-0.15,1.0,amunt-avall
-0.13,0.08,11.92,-0.08,-0.5,-0.26,1.0,amunt-avall
-0.1,-0.16,12.04,-0.01,-0.28,-0.24,1.0,amunt-avall
-0.03,-0.2,11.48,0.0,-0.02,-0.24,1.0,amunt-avall
0.08,0.02,10.78,0.0,0.18,-0.27,1.0,amunt-avall
0.33,0.36,10.14,0.07,0.16,-0.3,1.0,amunt-avall
0.23,0.32,10.18,0.15,0.04,-0.31,1.0,amunt-avall
0.23,0.44,10.35,0.14,0.03,-0.38,1.0,amunt-avall
0.1,-0.23,10.21,0.08,0.11,-0.39,1.0,amunt-avall
0.02,-0.48,9.84,-0.0,0.21,-0.38,1.0,amunt-avall
0.04,0.18,9.6,-0.07,0.23,-0.38,1.0,amunt-avall
0.44,0.56,9.52,0.06,0.17,-0.42,1.0,amunt-avall
0.25,0.32,9.75,0.23,0.01,-0.41,1.0,amunt-avall
0.08,-0.31,10.22,0.18,-0.09,-0.35,1.0,amunt-avall
0.17,-0.41,10.19,0.05,0.11,-0.22,1.0,amunt-avall
0.31,0.51,9.82,0.02,0.37,-0.22,1.0,amunt-avall
0.41,0.9,9.11,0.21,0.32,-0.36,1.0,amunt-avall
0.29,0.8,8.98,0.44,0.07,-0.53,1.0,amunt-avall
0.31,0.59,9.32,0.57,-0.1,-0.6,1.0,amunt-avall
-0.47,-0.74,10.53,0.43,-0.04,-0.48,1.0,amunt-avall
-0.44,-0.88,10.34,0.02,0.27,-0.24,1.0,amunt-avall
-0.0,0.56,9.52,-0.07,0.49,-0.14,1.0,amunt-avall
0.27,1.61,8.77,0.2,0.27,-0.26,1.0,amunt-avall
0.19,1.41,8.79,0.47,0.02,-0.45,1.0,amunt-avall
0.07,1.13,8.74,0.48,-0.12,-0.58,1.0,amunt-avall
-0.58,-0.43,9.76,0.32,-0.19,-0.51,1.0,amunt-avall
-1.17,-1.24,10.56,0.12,-0.03,-0.25,1.0,amunt-avall
-0.53,0.3,9.79,0.02,0.18,-0.16,1.0,amunt-avall
-0.07,1.31,9.12,0.07,0.28,-0.24,1.0,amunt-avall
-0.26,1.16,8.71,0.38,0.18,-0.35,1.0,amunt-avall
-0.33,0.94,8.21,0.6,-0.03,-0.45,1.0,amunt-avall
-0.63,0.01,8.38,0.56,-0.17,-0.47,1.0,amunt-avall
-1.35,-0.95,9.78,0.43,-0.1,-0.32,1.0,amunt-avall
-1.06,-0.1,9.43,0.32,0.11,-0.08,1.0,amunt-avall
-0.42,1.32,8.2,0.23,0.27,-0.06,1.0,amunt-avall
-0.28,1.86,7.89,0.32,0.15,-0.17,1.0,amunt-avall
-0.47,1.58,7.68,0.48,-0.05,-0.24,1.0,amunt-avall
-0.66,1.2,7.9,0.47,-0.16,-0.26,1.0,amunt-avall
-0.87,0.88,8.47,0.32,-0.08,-0.21,1.0,amunt-avall
-0.63,1.2,8.09,0.25,0.04,-0.17,1.0,amunt-avall
-0.42,1.56,7.73,0.26,0.1,-0.19,1.0,amunt-avall
-0.45,1.52,7.37,0.35,0.06,-0.19,1.0,amunt-avall
-0.34,1.57,7.08,0.31,-0.01,-0.18,1.0,amunt-avall
-0.39,1.32,6.74,0.25,-0.04,-0.19,1.0,amunt-avall
-0.61,1.01,6.51,0.15,-0.07,-0.16,1.0,amunt-avall
-0.72,0.91,6.31,0.02,-0.06,-0.13,1.0,amunt-avall
-0.7,0.76,6.19,-0.06,-0.06,-0.07,1.0,amunt-avall
-0.71,0.7,6.25,-0.23,-0.07,-0.01,1.0,amunt-avall
-0.73,0.77,6.46,-0.34,-0.04,0.06,1.0,amunt-avall
-0.56,0.96,6.3,-0.4,-0.06,0.11,1.0,amunt-avall
-0.51,1.01,6.57,-0.48,-0.11,0.13,1.0,amunt-avall
-0.61,1.0,6.9,-0.54,-0.13,0.12,1.0,amunt-avall
-0.59,0.84,6.9,-0.61,-0.15,0.08,1.0,amunt-avall
-0.64,0.72,7.43,-0.62,-0.25,0.08,1.0,amunt-avall
-0.71,0.4,8.12,-0.51,-0.36,0.15,1.0,amunt-avall
-0.65,0.44,8.66,-0.52,-0.33,0.25,1.0,amunt-avall
-0.28,0.91,8.72,-0.68,-0.2,0.24,1.0,amunt-avall
0.01,1.23,8.38,-0.8,-0.14,0.13,1.0,amunt-avall
-0.21,0.75,8.33,-0.8,-0.15,0.02,1.0,amunt-avall
-0.32,0.11,8.27,-0.69,-0.29,0.0,1.0,amunt-avall
-0.63,-0.62,9.01,-0.58,-0.44,0.11,1.0,amunt-avall
-0.85,-0.78,9.96,-0.64,-0.42,0.24,1.0,amunt-avall
-0.3,0.18,10.17,-0.73,-0.21,0.34,1.0,amunt-avall
0.29,1.02,9.5,-0.84,0.04,0.19,1.0,amunt-avall
0.28,0.86,8.95,-0.69,0.02,0.0,1.0,amunt-avall
0.16,0.0,8.91,-0.41,-0.25,-0.1,1.0,amunt-avall
-0.1,-0.58,9.29,-0.18,-0.48,-0.05,1.0,amunt-avall
-0.35,-0.83,10.26,-0.21,-0.46,0.09,1.0,amunt-avall
-0.24,-0.59,10.26,-0.36,-0.15,0.2,1.0,amunt-avall
0.15,-0.13,9.67,-0.57,0.1,0.22,1.0,amunt-avall
0.33,0.27,8.95,-0.44,0.08,0.12,1.0,amunt-avall
0.28,0.0,9.17,-0.16,-0.26,0.05,1.0,amunt-avall
0.11,-0.83,9.77,0.07,-0.55,0.07,1.0,amunt-avall
-0.11,-1.16,10.74,0.24,-0.52,0.29,1.0,amunt-avall
-0.42,-1.07,11.29,-0.05,-0.49,0.19,1.0,amunt-avall
0.02,-0.81,11.26,-0.25,-0.23,0.15,1.0,amunt-avall
0.24,-0.56,11.02,-0.27,-0.03,0.11,1.0,amunt-avall
0.1,-0.84,10.61,-0.16,-0.01,0.09,1.0,amunt-avall
-0.06,-1.14,10.53,0.01,-0.12,0.14,1.0,amunt-avall
-0.08,-0.76,10.9,0.21,-0.22,0.23,1.0,amunt-avall
-0.16,-0.53,11.77,0.16,-0.2,0.29,1.0,amunt-avall
0.06,-0.26,11.48,-0.02,0.06,0.26,1.0,amunt-avall
-0.22,0.45,11.1,0.01,0.31,0.17,1.0,amunt-avall
0.18,0.18,10.07,0.26,0.17,0.16,1.0,amunt-avall
0.07,-0.01,10.08,0.31,0.03,0.09,1.0,amunt-avall
-0.18,-0.21,10.41,0.21,-0.05,0.12,1.0,amunt-avall
-0.19,-0.33,10.67,0.03,0.04,0.13,1.0,amunt-avall
0.04,-0.14,10.33,-0.05,0.09,0.12,1.0,amunt-avall
0.27,0.15,10.69,0.04,-0.01,0.14,1.0,amunt-avall
0.29,0.31,10.63,0.19,-0.18,0.19,1.0,amunt-avall
0.51,0.46,10.61,0.21,-0.28,0.13,1.0,amunt-avall
0.05,0.09,11.75,0.0,-0.2,0.08,1.0,amunt-avall
-0.16,-0.17,11.88,-0.29,0.07,0.03,1.0,amunt-avall
-0.11,-0.21,11.73,-0.33,0.2,0.0,1.0,amunt-avall
-0.22,-0.34,12.05,-0.15,0.1,0.03,1.0,amunt-avall
-0.37,-0.52,12.54,-0.04,-0.02,0.09,1.0,amunt-avall
-0.61,-0.63,12.76,-0.03,-0.04,0.12,1.0,amunt-avall
-0.62,-0.72,12.77,-0.09,-0.01,0.16,1.0,amunt-avall
-0.63,-0.8,12.84,-0.16,0.01,0.24,1.0,amunt-avall
-0.4,-0.44,12.85,-0.12,-0.01,0.34,1.0,amunt-avall
-0.34,-0.36,12.74,-0.08,-0.05,0.37,1.0,amunt-avall
-0.45,-0.64,12.48,-0.08,-0.04,0.42,1.0,amunt-avall
-0.38,-0.82,11.9,-0.12,-0.06,0.48,1.0,amunt-avall
-0.34,-0.76,11.33,-0.15,-0.14,0.55,1.0,amunt-avall
-0.33,-0.89,11.16,-0.22,-0.22,0.65,1.0,amunt-avall
-0.08,-0.51,11.08,-0.25,-0.3,0.69,1.0,amunt-avall
-0.07,-0.13,11.55,-0.05,-0.41,0.67,1.0,amunt-avall
0.13,-0.09,11.67,0.08,-0.43,0.68,1.0,amunt-avall
0.15,-0.34,11.2,0.09,-0.13,0.7,1.0,amunt-avall
-0.12,-0.65,10.6,-0.05,0.18,0.73,1.0,amunt-avall
-0.01,-0.6,9.67,-0.15,0.32,0.68,1.0,amunt-avall
-0.06,-0.43,9.64,-0.12,0.13,0.63,1.0,amunt-avall
-0.01,-0.12,10.53,0.01,-0.15,0.58,1.0,amunt-avall
0.12,-0.03,10.69,0.18,-0.07,0.5,1.0,amunt-avall
0.36,-0.2,9.97,0.23,0.27,0.41,1.0,amunt-avall
0.18,-0.36,9.12,0.28,0.33,0.5,1.0,amunt-avall
-0.05,-0.61,9.18,0.29,0.18,0.56,1.0,amunt-avall
-0.37,-0.62,9.39,0.13,0.17,0.52,1.0,amunt-avall
-0.18,0.05,10.09,0.1,0.23,0.48,1.0,amunt-avall
0.21,0.61,10.01,0.39,0.21,0.37,1.0,amunt-avall
0.08,0.07,9.68,0.49,0.24,0.34,1.0,amunt-avall
-0.16,0.0,9.51,0.39,0.26,0.37,1.0,amunt-avall
-0.08,0.08,9.48,0.31,0.24,0.35,1.0,amunt-avall
-0.11,0.24,9.62,0.25,0.21,0.34,1.0,amunt-avall
-0.18,0.45,9.71,0.32,0.15,0.29,1.0,amunt-avall
-0.32,0.42,9.88,0.43,0.1,0.25,1.0,amunt-avall
-0.32,0.33,9.47,0.33,0.23,0.22,1.0,amunt-avall
-0.42,0.26,8.8,0.3,0.27,0.27,1.0,amunt-avall
-0.6,0.43,8.05,0.13,0.18,0.29,1.0,amunt-avall
-0.74,0.46,8.4,0.01,0.07,0.26,1.0,amunt-avall
-0.92,0.81,9.2,0.28,-0.07,0.25,1.0,amunt-avall
-0.78,1.09,8.9,0.5,-0.02,0.19,1.0,amunt-avall
-1.11,0.55,8.37,0.45,0.14,0.2,1.0,amunt-avall
-1.3,0.18,7.47,0.18,0.26,0.33,1.0,amunt-avall
-1.34,0.41,6.39,-0.14,0.25,0.4,1.0,amunt-avall
-1.16,0.74,6.27,-0.29,0.07,0.33,1.0,amunt-avall
-1.32,0.89,7.12,-0.14,-0.16,0.24,1.0,amunt-avall
-1.32,1.07,7.67,0.1,-0.21,0.16,1.0,amunt-avall
-1.42,0.57,7.44,0.12,-0.06,0.09,1.0,amunt-avall
-1.45,0.13,6.86,0.03,0.05,0.09,1.0,amunt-avall
-1.17,0.24,6.37,-0.09,0.03,0.13,1.0,amunt-avall
-0.93,0.74,6.57,-0.1,-0.04,0.12,1.0,amunt-avall
-0.93,0.72,6.79,0.01,-0.13,0.05,1.0,amunt-avall
-1.07,0.21,6.78,0.08,-0.11,0.02,1.0,amunt-avall
-0.94,-0.04,6.4,-0.0,-0.04,0.12,1.0,amunt-avall
-0.84,0.11,6.15,-0.16,-0.01,0.18,1.0,amunt-avall
-0.6,0.54,6.27,-0.28,-0.08,0.17,1.0,amunt-avall
-0.41,0.85,6.71,-0.25,-0.19,0.09,1.0,amunt-avall
-0.4,0.7,7.18,-0.17,-0.32,0.02,1.0,amunt-avall
-0.59,0.26,7.59,-0.25,-0.3,0.03,1.0,amunt-avall
-0.81,0.01,7.95,-0.45,-0.14,0.13,1.0,amunt-avall
-0.8,0.07,8.01,-0.55,-0.03,0.15,1.0,amunt-avall
-0.69,0.27,8.14,-0.52,-0.04,0.11,1.0,amunt-avall
-0.72,0.26,8.46,-0.44,-0.11,0.03,1.0,amunt-avall
-0.58,0.31,8.57,-0.39,-0.18,-0.02,1.0,amunt-avall
-0.68,0.04,8.97,-0.35,-0.25,-0.06,1.0,amunt-avall
-0.86,-0.2,9.26,-0.33,-0.18,-0.05,1.0,amunt-avall
-0.94,-0.35,8.68,-0.41,-0.05,-0.05,1.0,amunt-avall
-0.44,0.26,8.1,-0.43,-0.1,-0.03,1.0,amunt-avall
-0.43,-0.12,8.49,-0.31,-0.39,-0.06,1.0,amunt-avall
-0.7,-0.38,10.03,-0.36,-0.42,-0.02,1.0,amunt-avall
-0.36,0.12,10.24,-0.44,-0.13,-0.03,1.0,amunt-avall
-0.05,0.67,9.27,-0.46,0.08,-0.08,1.0,amunt-avall
0.06,0.36,8.41,-0.31,-0.07,-0.17,1.0,amunt-avall
-0.31,-0.22,8.86,-0.22,-0.27,-0.23,1.0,amunt-avall
-0.74,-0.56,9.76,-0.23,-0.32,-0.2,1.0,amunt-avall
-1.13,-1.03,10.73,-0.41,-0.14,-0.13,1.0,amunt-avall
-0.64,-0.54,10.09,-0.54,0.18,-0.06,1.0,amunt-avall
-0.01,-0.05,9.56,-0.49,0.13,-0.08,1.0,amunt-avall
0.1,0.06,9.47,-0.3,-0.12,-0.14,1.0,amunt-avall
-0.16,-0.46,9.83,-0.25,-0.24,-0.2,1.0,amunt-avall
-0.88,-1.0,10.58,-0.34,-0.11,-0.21,1.0,amunt-avall
-0.88,-1.15,10.22,-0.42,0.01,-0.18,1.0,amunt-avall
-0.63,-0.88,10.19,-0.31,0.19,-0.23,1.0,amunt-avall
-0.24,-0.45,10.21,-0.28,0.05,-0.27,1.0,amunt-avall
-0.24,-0.83,10.53,-0.19,-0.06,-0.39,1.0,amunt-avall
-0.45,-0.72,10.97,-0.09,0.08,-0.39,1.0,amunt-avall
-0.57,-1.3,10.18,-0.02,0.24,-0.44,1.0,amunt-avall
-0.75,-1.5,9.87,-0.0,0.2,-0.48,1.0,amunt-avall
-1.33,-1.46,10.62,-0.09,0.16,-0.45,1.0,amunt-avall
-0.97,-0.95,11.01,-0.17,0.08,-0.37,1.0,amunt-avall
-0.64,-1.0,10.64,-0.08,0.08,-0.38,1.0,amunt-avall
-0.69,-1.47,10.21,-0.06,0.02,-0.32,1.0,amunt-avall
-0.73,-1.02,10.57,0.11,0.17,-0.29,1.0,amunt-avall
-0.69,-1.03,10.84,0.09,0.12,-0.27,1.0,amunt-avall
-0.96,-1.07,11.0,0.16,0.06,-0.29,1.0,amunt-avall
-1.19,-1.36,11.1,0.21,0.04,-0.3,1.0,amunt-avall
-1.04,-1.0,11.35,0.27,-0.01,-0.26,1.0,amunt-avall
-1.46,-1.11,12.02,0.2,-0.17,-0.18,1.0,amunt-avall
-1.16,-1.16,11.78,0.1,-0.09,-0.14,1.0,amunt-avall
-0.91,-0.92,11.63,0.02,0.03,-0.17,1.0,amunt-avall
-0.88,-0.62,12.24,0.03,-0.05,-0.18,1.0,amunt-avall
-1.11,-0.85,12.8,0.1,-0.2,-0.15,1.0,amunt-avall
-1.35,-1.02,13.06,0.04,-0.09,-0.13,1.0,amunt-avall
-1.29,-0.95,12.72,-0.02,0.05,-0.14,1.0,amunt-avall
-1.23,-0.89,12.3,0.05,0.01,-0.13,1.0,amunt-avall
-1.19,-0.64,12.44,0.15,-0.23,-0.04,1.0,amunt-avall
-1.32,-0.84,12.39,0.04,-0.39,0.01,1.0,amunt-avall
-0.85,-0.56,11.85,-0.04,-0.43,0.07,1.0,amunt-avall
-0.63,-0.51,11.45,0.06,-0.53,0.07,1.0,amunt-avall
-0.79,-0.85,11.5,0.18,-0.59,0.1,1.0,amunt-avall
-0.81,-0.96,11.52,0.21,-0.5,0.13,1.0,amunt-avall
-0.68,-0.98,11.07,0.19,-0.25,0.11,1.0,amunt-avall
-0.37,-0.58,10.53,0.19,-0.07,0.05,1.0,amunt-avall
-0.27,-0.23,10.11,0.3,-0.02,0.02,1.0,amunt-avall
-0.25,0.14,10.14,0.36,-0.13,-0.09,1.0,amunt-avall
-0.5,-0.64,10.37,0.42,-0.2,-0.16,1.0,amunt-avall
-0.74,-0.94,10.32,0.4,-0.14,-0.04,1.0,amunt-avall
-0.48,-0.53,10.04,0.31,-0.05,0.03,1.0,amunt-avall
-0.23,-0.08,9.57,0.3,-0.01,0.02,1.0,amunt-avall
0.09,0.56,9.14,0.41,-0.12,-0.13,1.0,amunt-avall
-0.07,-0.26,10.05,0.52,-0.33,-0.23,1.0,amunt-avall
-0.57,-0.91,10.43,0.44,-0.18,-0.13,1.0,amunt-avall
-0.2,-0.25,9.98,0.36,0.14,-0.05,1.0,amunt-avall
0.19,0.59,9.41,0.44,0.23,-0.1,1.0,amunt-avall
0.32,1.11,9.15,0.55,0.13,-0.23,1.0,amunt-avall
0.37,1.17,9.29,0.59,0.03,-0.41,1.0,amunt-avall
-0.18,-0.43,9.7,0.44,0.03,-0.45,1.0,amunt-avall
-0.54,-0.64,9.4,0.28,0.19,-0.3,1.0,amunt-avall
-0.24,0.62,9.18,0.23,0.25,-0.28,1.0,amunt-avall
-0.04,1.3,9.31,0.23,0.24,-0.41,1.0,amunt-avall
-0.09,1.34,9.45,0.31,0.19,-0.59,1.0,amunt-avall
0.12,0.64,9.0,0.37,0.13,-0.68,1.0,amunt-avall
-0.3,0.19,9.23,0.38,0.12,-0.63,1.0,amunt-avall
-0.52,0.28,9.29,0.3,0.21,-0.51,1.0,amunt-avall
-0.63,0.4,9.11,0.24,0.3,-0.44,1.0,amunt-avall
-0.49,0.92,8.79,0.32,0.28,-0.5,1.0,amunt-avall
-0.49,0.95,8.87,0.39,0.17,-0.57,1.0,amunt-avall
-0.77,0.56,8.93,0.38,0.14,-0.57,1.0,amunt-avall
-1.11,0.46,9.12,0.19,0.22,-0.59,1.0,amunt-avall
-1.21,0.93,8.54,0.07,0.39,-0.78,1.0,amunt-avall
-0.83,1.08,7.89,0.06,0.42,-1.01,1.0,amunt-avall
-1.04,0.82,7.61,0.01,0.28,-1.12,1.0,amunt-avall
-1.26,0.58,7.79,-0.06,0.19,-1.14,1.0,amunt-avall
-1.45,0.62,7.72,-0.05,0.2,-1.16,1.0,amunt-avall
-1.1,0.96,7.18,-0.06,0.2,-1.28,1.0,amunt-avall
-1.14,0.82,6.99,-0.04,0.14,-1.33,1.0,amunt-avall
-1.43,-0.12,6.69,-0.06,0.06,-1.45,1.0,amunt-avall
-1.37,-0.85,6.56,-0.12,-0.03,-1.49,1.0,amunt-avall
-1.24,-0.63,5.82,-0.1,-0.15,-1.14,1.0,amunt-avall
-0.85,0.21,5.69,-0.05,-0.24,-0.74,1.0,amunt-avall
-1.04,0.24,6.09,-0.04,-0.22,-0.44,1.0,amunt-avall
-1.13,0.32,6.32,-0.08,-0.22,-0.38,1.0,amunt-avall
-1.03,0.25,6.29,-0.11,-0.3,-0.35,1.0,amunt-avall
-1.19,-0.41,6.78,-0.16,-0.4,-0.23,1.0,amunt-avall
-1.21,-0.28,7.45,-0.29,-0.42,-0.01,1.0,amunt-avall
-0.9,0.67,7.73,-0.42,-0.36,0.08,1.0,amunt-avall
-0.74,1.07,7.98,-0.36,-0.35,-0.0,1.0,amunt-avall
-0.62,0.98,8.25,-0.24,-0.4,-0.13,1.0,amunt-avall
-0.55,0.28,8.48,-0.2,-0.38,-0.17,1.0,amunt-avall
-0.88,-0.2,8.17,-0.37,-0.3,-0.01,1.0,amunt-avall
-1.03,-0.29,7.97,-0.48,-0.29,-0.04,1.0,amunt-avall
-0.92,-0.18,8.03,-0.5,-0.42,-0.09,1.0,amunt-avall
-0.68,-0.17,8.6,-0.42,-0.57,-0.16,1.0,amunt-avall
-0.87,-0.52,9.35,-0.36,-0.51,-0.09,1.0,amunt-avall
-0.68,-0.3,9.17,-0.47,-0.35,-0.03,1.0,amunt-avall
-0.36,-0.11,8.97,-0.53,-0.24,-0.02,1.0,amunt-avall
-0.25,-0.22,9.05,-0.46,-0.4,0.0,1.0,amunt-avall
-0.26,-0.25,9.77,-0.36,-0.43,-0.03,1.0,amunt-avall
-0.27,-0.42,9.8,-0.27,-0.37,-0.05,1.0,amunt-avall
-0.27,-0.59,9.7,-0.4,-0.24,-0.02,1.0,amunt-avall
-0.05,-0.29,9.51,-0.61,-0.15,-0.03,1.0,amunt-avall
-0.03,-0.4,9.46,-0.58,-0.17,-0.05,1.0,amunt-avall
-0.09,-0.67,8.89,-0.32,-0.29,-0.05,1.0,amunt-avall
-0.1,-0.78,9.32,-0.12,-0.53,-0.03,1.0,amunt-avall
